"OBÈINE";"TIP.STAVBE";"Leto";"Število.gradbenih.dovoljenj"
"Cerklje na Gorenjskem";"Nestanovanjske stavbe";"2020";5
"Cerknica";"Stanovanjske stavbe";"2007";30
"Cerknica";"Stanovanjske stavbe";"2008";32
"Cerknica";"Stanovanjske stavbe";"2009";27
"Cerknica";"Stanovanjske stavbe";"2010";23
"Cerknica";"Stanovanjske stavbe";"2011";25
"Cerknica";"Stanovanjske stavbe";"2012";17
"Cerknica";"Stanovanjske stavbe";"2013";11
"Cerknica";"Stanovanjske stavbe";"2014";18
"Cerknica";"Stanovanjske stavbe";"2015";21
"Cerknica";"Stanovanjske stavbe";"2016";24
"Cerknica";"Stanovanjske stavbe";"2017";14
"Cerknica";"Stanovanjske stavbe";"2018";15
"Cerknica";"Stanovanjske stavbe";"2019";7
"Cerknica";"Stanovanjske stavbe";"2020";11
"Cerknica";"Nestanovanjske stavbe";"2007";18
"Cerknica";"Nestanovanjske stavbe";"2008";13
"Cerknica";"Nestanovanjske stavbe";"2009";7
"Cerknica";"Nestanovanjske stavbe";"2010";5
"Cerknica";"Nestanovanjske stavbe";"2011";6
"Cerknica";"Nestanovanjske stavbe";"2012";4
"Cerknica";"Nestanovanjske stavbe";"2013";7
"Cerknica";"Nestanovanjske stavbe";"2014";6
"Cerknica";"Nestanovanjske stavbe";"2015";4
"Cerknica";"Nestanovanjske stavbe";"2016";43
"Cerknica";"Nestanovanjske stavbe";"2017";39
"Cerknica";"Nestanovanjske stavbe";"2018";34
"Cerknica";"Nestanovanjske stavbe";"2019";18
"Cerknica";"Nestanovanjske stavbe";"2020";17
"Cerkno";"Stanovanjske stavbe";"2007";5
"Cerkno";"Stanovanjske stavbe";"2008";11
"Cerkno";"Stanovanjske stavbe";"2009";6
"Cerkno";"Stanovanjske stavbe";"2010";1
"Cerkno";"Stanovanjske stavbe";"2011";3
"Cerkno";"Stanovanjske stavbe";"2012";5
"Cerkno";"Stanovanjske stavbe";"2013";13
"Cerkno";"Stanovanjske stavbe";"2014";13
"Cerkno";"Stanovanjske stavbe";"2015";10
"Cerkno";"Stanovanjske stavbe";"2016";4
"Cerkno";"Stanovanjske stavbe";"2017";5
"Cerkno";"Stanovanjske stavbe";"2018";8
"Cerkno";"Stanovanjske stavbe";"2019";5
"Cerkno";"Stanovanjske stavbe";"2020";3
"Cerkno";"Nestanovanjske stavbe";"2007";4
"Cerkno";"Nestanovanjske stavbe";"2008";7
"Cerkno";"Nestanovanjske stavbe";"2009";2
"Cerkno";"Nestanovanjske stavbe";"2010";1
"Cerkno";"Nestanovanjske stavbe";"2011";0
"Cerkno";"Nestanovanjske stavbe";"2012";3
"Cerkno";"Nestanovanjske stavbe";"2013";3
"Cerkno";"Nestanovanjske stavbe";"2014";6
"Cerkno";"Nestanovanjske stavbe";"2015";9
"Cerkno";"Nestanovanjske stavbe";"2016";17
"Cerkno";"Nestanovanjske stavbe";"2017";21
"Cerkno";"Nestanovanjske stavbe";"2018";11
"Cerkno";"Nestanovanjske stavbe";"2019";12
"Cerkno";"Nestanovanjske stavbe";"2020";10
"Cerkvenjak";"Stanovanjske stavbe";"2007";8
"Cerkvenjak";"Stanovanjske stavbe";"2008";11
"Cerkvenjak";"Stanovanjske stavbe";"2009";12
"Cerkvenjak";"Stanovanjske stavbe";"2010";11
"Cerkvenjak";"Stanovanjske stavbe";"2011";4
"Cerkvenjak";"Stanovanjske stavbe";"2012";4
"Cerkvenjak";"Stanovanjske stavbe";"2013";8
"Cerkvenjak";"Stanovanjske stavbe";"2014";7
"Cerkvenjak";"Stanovanjske stavbe";"2015";5
"Cerkvenjak";"Stanovanjske stavbe";"2016";12
"Cerkvenjak";"Stanovanjske stavbe";"2017";5
"Cerkvenjak";"Stanovanjske stavbe";"2018";8
"Cerkvenjak";"Stanovanjske stavbe";"2019";4
"Cerkvenjak";"Stanovanjske stavbe";"2020";8
"Cerkvenjak";"Nestanovanjske stavbe";"2007";3
"Cerkvenjak";"Nestanovanjske stavbe";"2008";3
"Cerkvenjak";"Nestanovanjske stavbe";"2009";2
"Cerkvenjak";"Nestanovanjske stavbe";"2010";3
"Cerkvenjak";"Nestanovanjske stavbe";"2011";6
"Cerkvenjak";"Nestanovanjske stavbe";"2012";3
"Cerkvenjak";"Nestanovanjske stavbe";"2013";3
"Cerkvenjak";"Nestanovanjske stavbe";"2014";0
"Cerkvenjak";"Nestanovanjske stavbe";"2015";0
"Cerkvenjak";"Nestanovanjske stavbe";"2016";21
"Cerkvenjak";"Nestanovanjske stavbe";"2017";19
"Cerkvenjak";"Nestanovanjske stavbe";"2018";16
"Cerkvenjak";"Nestanovanjske stavbe";"2019";20
"Cerkvenjak";"Nestanovanjske stavbe";"2020";19
"Cirkulane";"Stanovanjske stavbe";"2007";4
"Cirkulane";"Stanovanjske stavbe";"2008";3
"Cirkulane";"Stanovanjske stavbe";"2009";1
"Cirkulane";"Stanovanjske stavbe";"2010";0
"Cirkulane";"Stanovanjske stavbe";"2011";2
"Cirkulane";"Stanovanjske stavbe";"2012";1
"Cirkulane";"Stanovanjske stavbe";"2013";3
"Cirkulane";"Stanovanjske stavbe";"2014";3
"Cirkulane";"Stanovanjske stavbe";"2015";16
"Cirkulane";"Stanovanjske stavbe";"2016";8
"Cirkulane";"Stanovanjske stavbe";"2017";4
"Cirkulane";"Stanovanjske stavbe";"2018";4
"Cirkulane";"Stanovanjske stavbe";"2019";9
"Cirkulane";"Stanovanjske stavbe";"2020";5
"Cirkulane";"Nestanovanjske stavbe";"2007";0
"Cirkulane";"Nestanovanjske stavbe";"2008";3
"Cirkulane";"Nestanovanjske stavbe";"2009";0
"Cirkulane";"Nestanovanjske stavbe";"2010";2
"Cirkulane";"Nestanovanjske stavbe";"2011";0
"Cirkulane";"Nestanovanjske stavbe";"2012";0
"Cirkulane";"Nestanovanjske stavbe";"2013";0
"Cirkulane";"Nestanovanjske stavbe";"2014";0
"Cirkulane";"Nestanovanjske stavbe";"2015";5
"Cirkulane";"Nestanovanjske stavbe";"2016";9
"Cirkulane";"Nestanovanjske stavbe";"2017";4
"Cirkulane";"Nestanovanjske stavbe";"2018";2
"Cirkulane";"Nestanovanjske stavbe";"2019";8
"Cirkulane";"Nestanovanjske stavbe";"2020";7
"Èrenšovci";"Stanovanjske stavbe";"2007";16
"Èrenšovci";"Stanovanjske stavbe";"2008";16
"Èrenšovci";"Stanovanjske stavbe";"2009";12
"Èrenšovci";"Stanovanjske stavbe";"2010";12
"Èrenšovci";"Stanovanjske stavbe";"2011";9
"Èrenšovci";"Stanovanjske stavbe";"2012";9
"Èrenšovci";"Stanovanjske stavbe";"2013";14
"Èrenšovci";"Stanovanjske stavbe";"2014";1
"Èrenšovci";"Stanovanjske stavbe";"2015";9
"Èrenšovci";"Stanovanjske stavbe";"2016";4
"Èrenšovci";"Stanovanjske stavbe";"2017";6
"Èrenšovci";"Stanovanjske stavbe";"2018";12
"Èrenšovci";"Stanovanjske stavbe";"2019";10
"Èrenšovci";"Stanovanjske stavbe";"2020";13
"Èrenšovci";"Nestanovanjske stavbe";"2007";4
"Èrenšovci";"Nestanovanjske stavbe";"2008";3
"Èrenšovci";"Nestanovanjske stavbe";"2009";5
"Èrenšovci";"Nestanovanjske stavbe";"2010";2
"Èrenšovci";"Nestanovanjske stavbe";"2011";3
"Èrenšovci";"Nestanovanjske stavbe";"2012";4
"Èrenšovci";"Nestanovanjske stavbe";"2013";1
"Èrenšovci";"Nestanovanjske stavbe";"2014";0
"Èrenšovci";"Nestanovanjske stavbe";"2015";19
"Èrenšovci";"Nestanovanjske stavbe";"2016";29
"Èrenšovci";"Nestanovanjske stavbe";"2017";32
"Èrenšovci";"Nestanovanjske stavbe";"2018";26
"Èrenšovci";"Nestanovanjske stavbe";"2019";28
"Èrenšovci";"Nestanovanjske stavbe";"2020";22
"Èrna na Koroškem";"Stanovanjske stavbe";"2007";2
"Èrna na Koroškem";"Stanovanjske stavbe";"2008";5
"Èrna na Koroškem";"Stanovanjske stavbe";"2009";0
"Èrna na Koroškem";"Stanovanjske stavbe";"2010";2
"Èrna na Koroškem";"Stanovanjske stavbe";"2011";4
"Èrna na Koroškem";"Stanovanjske stavbe";"2012";4
"Èrna na Koroškem";"Stanovanjske stavbe";"2013";6
"Èrna na Koroškem";"Stanovanjske stavbe";"2014";2
"Èrna na Koroškem";"Stanovanjske stavbe";"2015";3
"Èrna na Koroškem";"Stanovanjske stavbe";"2016";3
"Èrna na Koroškem";"Stanovanjske stavbe";"2017";3
"Èrna na Koroškem";"Stanovanjske stavbe";"2018";0
"Èrna na Koroškem";"Stanovanjske stavbe";"2019";1
"Èrna na Koroškem";"Stanovanjske stavbe";"2020";4
"Èrna na Koroškem";"Nestanovanjske stavbe";"2007";6
"Èrna na Koroškem";"Nestanovanjske stavbe";"2008";1
"Èrna na Koroškem";"Nestanovanjske stavbe";"2009";2
"Èrna na Koroškem";"Nestanovanjske stavbe";"2010";2
"Èrna na Koroškem";"Nestanovanjske stavbe";"2011";3
"Èrna na Koroškem";"Nestanovanjske stavbe";"2012";3
"Èrna na Koroškem";"Nestanovanjske stavbe";"2013";3
"Èrna na Koroškem";"Nestanovanjske stavbe";"2014";3
"Èrna na Koroškem";"Nestanovanjske stavbe";"2015";1
"Èrna na Koroškem";"Nestanovanjske stavbe";"2016";4
"Èrna na Koroškem";"Nestanovanjske stavbe";"2017";3
"Èrna na Koroškem";"Nestanovanjske stavbe";"2018";1
"Èrna na Koroškem";"Nestanovanjske stavbe";"2019";0
"Èrna na Koroškem";"Nestanovanjske stavbe";"2020";5
"Èrnomelj";"Stanovanjske stavbe";"2007";25
"Èrnomelj";"Stanovanjske stavbe";"2008";28
"Èrnomelj";"Stanovanjske stavbe";"2009";13
"Èrnomelj";"Stanovanjske stavbe";"2010";23
"Èrnomelj";"Stanovanjske stavbe";"2011";14
"Èrnomelj";"Stanovanjske stavbe";"2012";11
"Èrnomelj";"Stanovanjske stavbe";"2013";15
"Èrnomelj";"Stanovanjske stavbe";"2014";14
"Èrnomelj";"Stanovanjske stavbe";"2015";12
"Èrnomelj";"Stanovanjske stavbe";"2016";15
"Èrnomelj";"Stanovanjske stavbe";"2017";16
"Èrnomelj";"Stanovanjske stavbe";"2018";13
"Èrnomelj";"Stanovanjske stavbe";"2019";10
"Èrnomelj";"Stanovanjske stavbe";"2020";11
"Èrnomelj";"Nestanovanjske stavbe";"2007";16
"Èrnomelj";"Nestanovanjske stavbe";"2008";30
"Èrnomelj";"Nestanovanjske stavbe";"2009";13
"Èrnomelj";"Nestanovanjske stavbe";"2010";16
"Èrnomelj";"Nestanovanjske stavbe";"2011";32
"Èrnomelj";"Nestanovanjske stavbe";"2012";21
"Èrnomelj";"Nestanovanjske stavbe";"2013";14
"Èrnomelj";"Nestanovanjske stavbe";"2014";14
"Èrnomelj";"Nestanovanjske stavbe";"2015";9
"Èrnomelj";"Nestanovanjske stavbe";"2016";32
"Èrnomelj";"Nestanovanjske stavbe";"2017";40
"Èrnomelj";"Nestanovanjske stavbe";"2018";35
"Èrnomelj";"Nestanovanjske stavbe";"2019";50
"Èrnomelj";"Nestanovanjske stavbe";"2020";26
"Destrnik";"Stanovanjske stavbe";"2007";3
"Destrnik";"Stanovanjske stavbe";"2008";9
"Destrnik";"Stanovanjske stavbe";"2009";6
"Destrnik";"Stanovanjske stavbe";"2010";3
"Destrnik";"Stanovanjske stavbe";"2011";2
"Destrnik";"Stanovanjske stavbe";"2012";2
"Destrnik";"Stanovanjske stavbe";"2013";6
"Destrnik";"Stanovanjske stavbe";"2014";5
"Destrnik";"Stanovanjske stavbe";"2015";8
"Destrnik";"Stanovanjske stavbe";"2016";9
"Destrnik";"Stanovanjske stavbe";"2017";8
"Destrnik";"Stanovanjske stavbe";"2018";12
"Destrnik";"Stanovanjske stavbe";"2019";8
"Destrnik";"Stanovanjske stavbe";"2020";7
"Destrnik";"Nestanovanjske stavbe";"2007";1
"Destrnik";"Nestanovanjske stavbe";"2008";1
"Destrnik";"Nestanovanjske stavbe";"2009";1
"Destrnik";"Nestanovanjske stavbe";"2010";0
"Destrnik";"Nestanovanjske stavbe";"2011";0
"Destrnik";"Nestanovanjske stavbe";"2012";1
"Destrnik";"Nestanovanjske stavbe";"2013";1
"Destrnik";"Nestanovanjske stavbe";"2014";1
"Destrnik";"Nestanovanjske stavbe";"2015";0
"Destrnik";"Nestanovanjske stavbe";"2016";19
"Destrnik";"Nestanovanjske stavbe";"2017";8
"Destrnik";"Nestanovanjske stavbe";"2018";1
"Destrnik";"Nestanovanjske stavbe";"2019";3
"Destrnik";"Nestanovanjske stavbe";"2020";4
"Divaèa";"Stanovanjske stavbe";"2007";16
"Divaèa";"Stanovanjske stavbe";"2008";13
"Divaèa";"Stanovanjske stavbe";"2009";6
"Divaèa";"Stanovanjske stavbe";"2010";10
"Divaèa";"Stanovanjske stavbe";"2011";10
"Divaèa";"Stanovanjske stavbe";"2012";8
"Divaèa";"Stanovanjske stavbe";"2013";3
"Divaèa";"Stanovanjske stavbe";"2014";2
"Divaèa";"Stanovanjske stavbe";"2015";2
"Divaèa";"Stanovanjske stavbe";"2016";4
"Divaèa";"Stanovanjske stavbe";"2017";6
"Divaèa";"Stanovanjske stavbe";"2018";5
"Divaèa";"Stanovanjske stavbe";"2019";6
"Divaèa";"Stanovanjske stavbe";"2020";3
"Divaèa";"Nestanovanjske stavbe";"2007";4
"Divaèa";"Nestanovanjske stavbe";"2008";2
"Divaèa";"Nestanovanjske stavbe";"2009";4
"Divaèa";"Nestanovanjske stavbe";"2010";2
"Divaèa";"Nestanovanjske stavbe";"2011";1
"Divaèa";"Nestanovanjske stavbe";"2012";2
"Divaèa";"Nestanovanjske stavbe";"2013";0
"Divaèa";"Nestanovanjske stavbe";"2014";0
"Divaèa";"Nestanovanjske stavbe";"2015";1
"Divaèa";"Nestanovanjske stavbe";"2016";11
"Divaèa";"Nestanovanjske stavbe";"2017";21
"Divaèa";"Nestanovanjske stavbe";"2018";4
"Divaèa";"Nestanovanjske stavbe";"2019";5
"Divaèa";"Nestanovanjske stavbe";"2020";1
"Dobje";"Stanovanjske stavbe";"2007";3
"Dobje";"Stanovanjske stavbe";"2008";2
"Dobje";"Stanovanjske stavbe";"2009";1
"Dobje";"Stanovanjske stavbe";"2010";5
"Dobje";"Stanovanjske stavbe";"2011";1
"Dobje";"Stanovanjske stavbe";"2012";3
"Dobje";"Stanovanjske stavbe";"2013";3
"Dobje";"Stanovanjske stavbe";"2014";3
"Dobje";"Stanovanjske stavbe";"2015";1
"Dobje";"Stanovanjske stavbe";"2016";2
"Dobje";"Stanovanjske stavbe";"2017";3
"Dobje";"Stanovanjske stavbe";"2018";0
"Dobje";"Stanovanjske stavbe";"2019";2
"Dobje";"Stanovanjske stavbe";"2020";2
"Dobje";"Nestanovanjske stavbe";"2007";0
"Dobje";"Nestanovanjske stavbe";"2008";2
"Dobje";"Nestanovanjske stavbe";"2009";0
"Dobje";"Nestanovanjske stavbe";"2010";1
"Dobje";"Nestanovanjske stavbe";"2011";3
"Dobje";"Nestanovanjske stavbe";"2012";0
"Dobje";"Nestanovanjske stavbe";"2013";2
"Dobje";"Nestanovanjske stavbe";"2014";2
"Dobje";"Nestanovanjske stavbe";"2015";2
"Dobje";"Nestanovanjske stavbe";"2016";6
"Dobje";"Nestanovanjske stavbe";"2017";4
"Dobje";"Nestanovanjske stavbe";"2018";5
"Dobje";"Nestanovanjske stavbe";"2019";1
"Dobje";"Nestanovanjske stavbe";"2020";0
"Dobrepolje";"Stanovanjske stavbe";"2007";19
"Dobrepolje";"Stanovanjske stavbe";"2008";20
"Dobrepolje";"Stanovanjske stavbe";"2009";10
"Dobrepolje";"Stanovanjske stavbe";"2010";6
"Dobrepolje";"Stanovanjske stavbe";"2011";8
"Dobrepolje";"Stanovanjske stavbe";"2012";5
"Dobrepolje";"Stanovanjske stavbe";"2013";11
"Dobrepolje";"Stanovanjske stavbe";"2014";4
"Dobrepolje";"Stanovanjske stavbe";"2015";4
"Dobrepolje";"Stanovanjske stavbe";"2016";9
"Dobrepolje";"Stanovanjske stavbe";"2017";3
"Dobrepolje";"Stanovanjske stavbe";"2018";4
"Dobrepolje";"Stanovanjske stavbe";"2019";2
"Dobrepolje";"Stanovanjske stavbe";"2020";4
"Dobrepolje";"Nestanovanjske stavbe";"2007";2
"Dobrepolje";"Nestanovanjske stavbe";"2008";4
"Dobrepolje";"Nestanovanjske stavbe";"2009";4
"Dobrepolje";"Nestanovanjske stavbe";"2010";2
"Dobrepolje";"Nestanovanjske stavbe";"2011";1
"Dobrepolje";"Nestanovanjske stavbe";"2012";4
"Dobrepolje";"Nestanovanjske stavbe";"2013";0
"Dobrepolje";"Nestanovanjske stavbe";"2014";3
"Dobrepolje";"Nestanovanjske stavbe";"2015";4
"Dobrepolje";"Nestanovanjske stavbe";"2016";6
"Dobrepolje";"Nestanovanjske stavbe";"2017";17
"Dobrepolje";"Nestanovanjske stavbe";"2018";8
"Dobrepolje";"Nestanovanjske stavbe";"2019";10
"Dobrepolje";"Nestanovanjske stavbe";"2020";2
"Dobrna";"Stanovanjske stavbe";"2007";5
"Dobrna";"Stanovanjske stavbe";"2008";9
"Dobrna";"Stanovanjske stavbe";"2009";3
"Dobrna";"Stanovanjske stavbe";"2010";4
"Dobrna";"Stanovanjske stavbe";"2011";3
"Dobrna";"Stanovanjske stavbe";"2012";1
"Dobrna";"Stanovanjske stavbe";"2013";4
"Dobrna";"Stanovanjske stavbe";"2014";3
"Dobrna";"Stanovanjske stavbe";"2015";4
"Dobrna";"Stanovanjske stavbe";"2016";2
"Dobrna";"Stanovanjske stavbe";"2017";6
"Dobrna";"Stanovanjske stavbe";"2018";3
"Dobrna";"Stanovanjske stavbe";"2019";2
"Dobrna";"Stanovanjske stavbe";"2020";0
"Dobrna";"Nestanovanjske stavbe";"2007";4
"Dobrna";"Nestanovanjske stavbe";"2008";0
"Dobrna";"Nestanovanjske stavbe";"2009";0
"Dobrna";"Nestanovanjske stavbe";"2010";1
"Dobrna";"Nestanovanjske stavbe";"2011";0
"Dobrna";"Nestanovanjske stavbe";"2012";0
"Dobrna";"Nestanovanjske stavbe";"2013";0
"Dobrna";"Nestanovanjske stavbe";"2014";0
"Dobrna";"Nestanovanjske stavbe";"2015";0
"Dobrna";"Nestanovanjske stavbe";"2016";0
"Dobrna";"Nestanovanjske stavbe";"2017";3
"Dobrna";"Nestanovanjske stavbe";"2018";6
"Dobrna";"Nestanovanjske stavbe";"2019";3
"Dobrna";"Nestanovanjske stavbe";"2020";8
"Dobrova - Polhov Gradec";"Stanovanjske stavbe";"2007";8
"Dobrova - Polhov Gradec";"Stanovanjske stavbe";"2008";7
"Dobrova - Polhov Gradec";"Stanovanjske stavbe";"2009";9
"Dobrova - Polhov Gradec";"Stanovanjske stavbe";"2010";12
"Dobrova - Polhov Gradec";"Stanovanjske stavbe";"2011";6
"Dobrova - Polhov Gradec";"Stanovanjske stavbe";"2012";6
"Dobrova - Polhov Gradec";"Stanovanjske stavbe";"2013";27
"Dobrova - Polhov Gradec";"Stanovanjske stavbe";"2014";8
"Dobrova - Polhov Gradec";"Stanovanjske stavbe";"2015";9
"Dobrova - Polhov Gradec";"Stanovanjske stavbe";"2016";16
"Dobrova - Polhov Gradec";"Stanovanjske stavbe";"2017";19
"Dobrova - Polhov Gradec";"Stanovanjske stavbe";"2018";11
"Dobrova - Polhov Gradec";"Stanovanjske stavbe";"2019";12
"Dobrova - Polhov Gradec";"Stanovanjske stavbe";"2020";16
"Dobrova - Polhov Gradec";"Nestanovanjske stavbe";"2007";0
"Dobrova - Polhov Gradec";"Nestanovanjske stavbe";"2008";0
"Dobrova - Polhov Gradec";"Nestanovanjske stavbe";"2009";1
"Dobrova - Polhov Gradec";"Nestanovanjske stavbe";"2010";1
"Dobrova - Polhov Gradec";"Nestanovanjske stavbe";"2011";0
"Dobrova - Polhov Gradec";"Nestanovanjske stavbe";"2012";0
"Dobrova - Polhov Gradec";"Nestanovanjske stavbe";"2013";1
"Dobrova - Polhov Gradec";"Nestanovanjske stavbe";"2014";3
"Dobrova - Polhov Gradec";"Nestanovanjske stavbe";"2015";1
"Dobrova - Polhov Gradec";"Nestanovanjske stavbe";"2016";9
"Dobrova - Polhov Gradec";"Nestanovanjske stavbe";"2017";9
"Dobrova - Polhov Gradec";"Nestanovanjske stavbe";"2018";2
"Dobrova - Polhov Gradec";"Nestanovanjske stavbe";"2019";7
"Dobrova - Polhov Gradec";"Nestanovanjske stavbe";"2020";3
"Dobrovnik/Dobronak";"Stanovanjske stavbe";"2007";2
"Dobrovnik/Dobronak";"Stanovanjske stavbe";"2008";0
"Dobrovnik/Dobronak";"Stanovanjske stavbe";"2009";1
"Dobrovnik/Dobronak";"Stanovanjske stavbe";"2010";3
"Dobrovnik/Dobronak";"Stanovanjske stavbe";"2011";2
"Dobrovnik/Dobronak";"Stanovanjske stavbe";"2012";0
"Dobrovnik/Dobronak";"Stanovanjske stavbe";"2013";1
"Dobrovnik/Dobronak";"Stanovanjske stavbe";"2014";6
"Dobrovnik/Dobronak";"Stanovanjske stavbe";"2015";5
"Dobrovnik/Dobronak";"Stanovanjske stavbe";"2016";1
"Dobrovnik/Dobronak";"Stanovanjske stavbe";"2017";6
"Dobrovnik/Dobronak";"Stanovanjske stavbe";"2018";2
"Dobrovnik/Dobronak";"Stanovanjske stavbe";"2019";3
"Dobrovnik/Dobronak";"Stanovanjske stavbe";"2020";3
"Dobrovnik/Dobronak";"Nestanovanjske stavbe";"2007";4
"Dobrovnik/Dobronak";"Nestanovanjske stavbe";"2008";6
"Dobrovnik/Dobronak";"Nestanovanjske stavbe";"2009";6
"Dobrovnik/Dobronak";"Nestanovanjske stavbe";"2010";8
"Dobrovnik/Dobronak";"Nestanovanjske stavbe";"2011";2
"Dobrovnik/Dobronak";"Nestanovanjske stavbe";"2012";4
"Dobrovnik/Dobronak";"Nestanovanjske stavbe";"2013";1
"Dobrovnik/Dobronak";"Nestanovanjske stavbe";"2014";1
"Dobrovnik/Dobronak";"Nestanovanjske stavbe";"2015";10
"Dobrovnik/Dobronak";"Nestanovanjske stavbe";"2016";13
"Dobrovnik/Dobronak";"Nestanovanjske stavbe";"2017";12
"Dobrovnik/Dobronak";"Nestanovanjske stavbe";"2018";7
"Dobrovnik/Dobronak";"Nestanovanjske stavbe";"2019";11
"Dobrovnik/Dobronak";"Nestanovanjske stavbe";"2020";8
"Dol pri Ljubljani";"Stanovanjske stavbe";"2007";13
"Dol pri Ljubljani";"Stanovanjske stavbe";"2008";34
"Dol pri Ljubljani";"Stanovanjske stavbe";"2009";20
"Dol pri Ljubljani";"Stanovanjske stavbe";"2010";10
"Dol pri Ljubljani";"Stanovanjske stavbe";"2011";5
"Dol pri Ljubljani";"Stanovanjske stavbe";"2012";6
"Dol pri Ljubljani";"Stanovanjske stavbe";"2013";2
"Dol pri Ljubljani";"Stanovanjske stavbe";"2014";7
"Dol pri Ljubljani";"Stanovanjske stavbe";"2015";5
"Dol pri Ljubljani";"Stanovanjske stavbe";"2016";34
"Dol pri Ljubljani";"Stanovanjske stavbe";"2017";9
"Dol pri Ljubljani";"Stanovanjske stavbe";"2018";10
"Dol pri Ljubljani";"Stanovanjske stavbe";"2019";4
"Dol pri Ljubljani";"Stanovanjske stavbe";"2020";11
"Dol pri Ljubljani";"Nestanovanjske stavbe";"2007";0
"Dol pri Ljubljani";"Nestanovanjske stavbe";"2008";2
"Dol pri Ljubljani";"Nestanovanjske stavbe";"2009";3
"Dol pri Ljubljani";"Nestanovanjske stavbe";"2010";0
"Dol pri Ljubljani";"Nestanovanjske stavbe";"2011";0
"Dol pri Ljubljani";"Nestanovanjske stavbe";"2012";3
"Dol pri Ljubljani";"Nestanovanjske stavbe";"2013";1
"Dol pri Ljubljani";"Nestanovanjske stavbe";"2014";1
"Dol pri Ljubljani";"Nestanovanjske stavbe";"2015";0
"Dol pri Ljubljani";"Nestanovanjske stavbe";"2016";0
"Dol pri Ljubljani";"Nestanovanjske stavbe";"2017";1
"Dol pri Ljubljani";"Nestanovanjske stavbe";"2018";4
"Dol pri Ljubljani";"Nestanovanjske stavbe";"2019";1
"Dol pri Ljubljani";"Nestanovanjske stavbe";"2020";3
"Dolenjske Toplice";"Stanovanjske stavbe";"2007";4
"Dolenjske Toplice";"Stanovanjske stavbe";"2008";5
"Dolenjske Toplice";"Stanovanjske stavbe";"2009";6
"Dolenjske Toplice";"Stanovanjske stavbe";"2010";7
"Dolenjske Toplice";"Stanovanjske stavbe";"2011";1
"Dolenjske Toplice";"Stanovanjske stavbe";"2012";4
"Dolenjske Toplice";"Stanovanjske stavbe";"2013";3
"Dolenjske Toplice";"Stanovanjske stavbe";"2014";5
"Dolenjske Toplice";"Stanovanjske stavbe";"2015";8
"Dolenjske Toplice";"Stanovanjske stavbe";"2016";8
"Dolenjske Toplice";"Stanovanjske stavbe";"2017";9
"Dolenjske Toplice";"Stanovanjske stavbe";"2018";5
"Dolenjske Toplice";"Stanovanjske stavbe";"2019";6
"Dolenjske Toplice";"Stanovanjske stavbe";"2020";7
"Dolenjske Toplice";"Nestanovanjske stavbe";"2007";4
"Dolenjske Toplice";"Nestanovanjske stavbe";"2008";4
"Dolenjske Toplice";"Nestanovanjske stavbe";"2009";1
"Dolenjske Toplice";"Nestanovanjske stavbe";"2010";1
"Dolenjske Toplice";"Nestanovanjske stavbe";"2011";0
"Dolenjske Toplice";"Nestanovanjske stavbe";"2012";2
"Dolenjske Toplice";"Nestanovanjske stavbe";"2013";2
"Dolenjske Toplice";"Nestanovanjske stavbe";"2014";2
"Dolenjske Toplice";"Nestanovanjske stavbe";"2015";16
"Dolenjske Toplice";"Nestanovanjske stavbe";"2016";18
"Dolenjske Toplice";"Nestanovanjske stavbe";"2017";14
"Dolenjske Toplice";"Nestanovanjske stavbe";"2018";18
"Dolenjske Toplice";"Nestanovanjske stavbe";"2019";15
"Dolenjske Toplice";"Nestanovanjske stavbe";"2020";17
"Domžale";"Stanovanjske stavbe";"2007";52
"Domžale";"Stanovanjske stavbe";"2008";32
"Domžale";"Stanovanjske stavbe";"2009";21
"Domžale";"Stanovanjske stavbe";"2010";43
"Domžale";"Stanovanjske stavbe";"2011";38
"Domžale";"Stanovanjske stavbe";"2012";30
"Domžale";"Stanovanjske stavbe";"2013";28
"Domžale";"Stanovanjske stavbe";"2014";18
"Domžale";"Stanovanjske stavbe";"2015";27
"Domžale";"Stanovanjske stavbe";"2016";37
"Domžale";"Stanovanjske stavbe";"2017";52
"Domžale";"Stanovanjske stavbe";"2018";33
"Domžale";"Stanovanjske stavbe";"2019";48
"Domžale";"Stanovanjske stavbe";"2020";54
"Domžale";"Nestanovanjske stavbe";"2007";8
"Domžale";"Nestanovanjske stavbe";"2008";4
"Domžale";"Nestanovanjske stavbe";"2009";5
"Domžale";"Nestanovanjske stavbe";"2010";3
"Domžale";"Nestanovanjske stavbe";"2011";7
"Domžale";"Nestanovanjske stavbe";"2012";1
"Domžale";"Nestanovanjske stavbe";"2013";4
"Domžale";"Nestanovanjske stavbe";"2014";0
"Domžale";"Nestanovanjske stavbe";"2015";1
"Domžale";"Nestanovanjske stavbe";"2016";17
"Domžale";"Nestanovanjske stavbe";"2017";4
"Domžale";"Nestanovanjske stavbe";"2018";12
"Domžale";"Nestanovanjske stavbe";"2019";39
"Domžale";"Nestanovanjske stavbe";"2020";38
"Dornava";"Stanovanjske stavbe";"2007";6
"Dornava";"Stanovanjske stavbe";"2008";9
"Dornava";"Stanovanjske stavbe";"2009";7
"Dornava";"Stanovanjske stavbe";"2010";0
"Dornava";"Stanovanjske stavbe";"2011";5
"Dornava";"Stanovanjske stavbe";"2012";3
